title,item_category,price,date,store
Хлеб Аютинский тостовый Премиум Суперсемечковый 330г,hleb,88.49,10.11.2024,Окей
Хлеб Аютинский порционный овсяный в нарезке 300г,hleb,89.99,10.11.2024,Окей
Хлеб Рижский Цельнозерновой из смеси ржаной и пшеничной муки 300г,hleb,94.49,10.11.2024,Окей
Лепешки Хлебный Дом Краюшки ржано-пшеничные 4штх60г,hleb,96.99,10.11.2024,Окей
Хлеб Хлебный Дом Марьин заварной 350г,hleb,99.99,10.11.2024,Окей
Хлеб Рижский хлеб Крестьянский бездрожжевой ржано-пшеничный заварной подовый со злаками 300г нарезка,hleb,101.99,10.11.2024,Окей
Хлеб Ржаной край классика 300г,hleb,102.99,10.11.2024,Окей
"Коктейль Авишка Клубника ультрапастеризованный 2,5% 200г БЗМЖ",moloko,31.99,10.11.2024,Окей
"Коктейль Авишка Ваниль ультрапастеризованный 2,5% 200г БЗМЖ",moloko,31.99,10.11.2024,Окей
"Коктейль Авишка Шоколад ультрапастеризованный 2,5% 200г БЗМЖ",moloko,31.99,10.11.2024,Окей
"Коктейль молочный Северная долина Ваниль 2,5% 205г БЗМЖ",moloko,34.99,10.11.2024,Окей
"Коктейль молочный Северная долина Шоколад 2,5% 205г БЗМЖ",moloko,34.99,10.11.2024,Окей
"Коктейль молочный ультрапастеризованный Северная Клубника 2,5% 200г БЗМЖ",moloko,39.99,10.11.2024,Окей
"Коктейль молочный ультрапастеризованный Северная Карамель 2,5% 200г БЗМЖ",moloko,39.99,10.11.2024,Окей
"Молоко Parmalat ультрапастеризованное 3,5% 200мл БЗМЖ",moloko,44.99,10.11.2024,Окей
"Молоко Parmalat ультрапастеризованное 1,8% 200мл БЗМЖ",moloko,48.99,10.11.2024,Окей
БЗМЖ Сливки УТП Авида 10% 200г,moloko,49.99,10.11.2024,Окей
"Коктейль Село Зеленое капучино ультрапастеризованный 3,2% 200г БЗМЖ",moloko,49.99,10.11.2024,Окей
БЗМЖ Коктейль утп Топтыжка манго/клубника 2% 200мл,moloko,49.99,10.11.2024,Окей
"Коктейль Белый город Клубника ультрапастеризованный 1,5% 200мл БЗМЖ",moloko,52.49,10.11.2024,Окей
"Коктейль Белый город Ваниль ультрапастеризованный 1,5% 200мл БЗМЖ",moloko,52.49,10.11.2024,Окей
Сливки Северная долина ультрапастеризованные 10% 200г БЗМЖ,moloko,53.99,10.11.2024,Окей
Коктейль Чудо клубника 2% 200мл БЗМЖ,moloko,54.99,10.11.2024,Окей
Коктейль Чудо шоколад 3% 200мл БЗМЖ,moloko,54.99,10.11.2024,Окей
Коктейль ультрапастеризованный Чудо Ванильный пломбир 2% 200мл БЗМЖ,moloko,54.99,10.11.2024,Окей
Коктейль молочный ультрапастеризованный Чудо Дыня 2% 200мл БЗМЖ,moloko,54.99,10.11.2024,Окей
БЗМЖ Коктейль утп Чудо карамельное мороженое 2% 200мл,moloko,54.99,10.11.2024,Окей
"Молоко пастеризованное Из Углича топленое 3,6-4,2% 500г БЗМЖ",moloko,57.99,10.11.2024,Окей
Сливки Альпенгурт порционные 10% 10*10г БЗМЖ,moloko,59.99,10.11.2024,Окей
Сливки Белый город стерилизованные 10% 200г БЗМЖ,moloko,64.99,10.11.2024,Окей
Сливки Альпенгурт безлактозные 10% 10х10г БЗМЖ,moloko,64.99,10.11.2024,Окей
Сливки Домик в деревне стерилизованные 10% 200г БЗМЖ,moloko,69.99,10.11.2024,Окей
Сливки Авида ультрапастеризованные 20% 200г БЗМЖ,moloko,71.99,10.11.2024,Окей
Сливки Село Зеленое ультрапастеризованные 10% 200г БЗМЖ,moloko,71.99,10.11.2024,Окей
"Коктейль Parmalat кофелатте 2,3% 0,25л БЗМЖ",moloko,71.99,10.11.2024,Окей
"Коктейль Parmalat капуччино 1,5% 0,25л БЗМЖ",moloko,71.99,10.11.2024,Окей
"Коктейль кисломолочный Даниссимо сорбет/черная смородина пастеризованный 2,7% 190г БЗМЖ",moloko,74.99,10.11.2024,Окей
"Коктейль кисломолочный Даниссимо клубничное мороженое 2,6% 190г БЗМЖ",moloko,74.99,10.11.2024,Окей
Сливки Простоквашино ультрапастеризованные 10% 205г БЗМЖ,moloko,74.99,10.11.2024,Окей
"Молоко О`КЕЙ ультрапастеризованное 1,5% 975мл БЗМЖ",moloko,79.99,10.11.2024,Окей
"Молоко ультрапастеризованное Северная долина 3,2% 950г БЗМЖ",moloko,79.99,10.11.2024,Окей
БЗМЖ Сливки утп Viola 10% 200мл,moloko,79.99,10.11.2024,Окей
"Молоко пастеризованное Простоквашино 1,5% 930г БЗМЖ",moloko,81.99,10.11.2024,Окей
Сливки Рузские 10% 250г БЗМЖ,moloko,83.99,10.11.2024,Окей
"Молоко О`КЕЙ ультрапастеризованное 2,5% 975мл БЗМЖ",moloko,84.99,10.11.2024,Окей
"Молоко козье Козочка с облачка ультрапастеризованное 2,8-5,6% 200мл БЗМЖ",moloko,84.99,10.11.2024,Окей
"Молоко Авида 2,5% пастеризоанное 900мл БЗМЖ",moloko,86.99,10.11.2024,Окей
"Молоко пастеризованное Простоквашино 2,5% 930мл БЗМЖ",moloko,87.99,10.11.2024,Окей
"Молоко О`КЕЙ ультрапастеризованное 3,2% 975мл БЗМЖ",moloko,89.99,10.11.2024,Окей
"Молоко пастеризованное О`КЕЙ 2,5% 950г БЗМЖ",moloko,89.99,10.11.2024,Окей
"Молоко ультрапастеризованное Село Зеленое 2,5% 950мл БЗМЖ",moloko,92.99,10.11.2024,Окей
"Молоко Хорошее дело ультрапастеризованное 3,2% 1000мл с крышкой БЗМЖ",moloko,92.99,10.11.2024,Окей
"Молоко пастеризованное О`КЕЙ 3,2% 950г БЗМЖ",moloko,94.99,10.11.2024,Окей
"Молоко пастеризованное Нашей Дойки 3,4-6% 900мл БЗМЖ",moloko,95.49,10.11.2024,Окей
"Молоко пастеризованное Экомилк 2,5% 930мл БЗМЖ",moloko,95.99,10.11.2024,Окей
"Напиток молочный Coffee Break Iced coffee 1,3% 280г БЗМЖ",moloko,97.99,10.11.2024,Окей
"Молоко пастеризованное Искренне Ваш 2,5% 930г БЗМЖ",moloko,97.99,10.11.2024,Окей
"Молоко Славянские Традиции 3,2% 900г БЗМЖ",moloko,98.99,10.11.2024,Окей
"Напиток молочный Coffee Break Latte 1,3% 280г БЗМЖ",moloko,98.99,10.11.2024,Окей
"Напиток молочный Coffee Break Cappuccino 1,3% 280г БЗМЖ",moloko,98.99,10.11.2024,Окей
"Молоко ультрапастеризованное Авида 1,5% 970мл БЗМЖ",moloko,99.99,10.11.2024,Окей
"Молоко пастеризованное Простоквашино отборное 3,4-4,5% 930мл БЗМЖ",moloko,99.99,10.11.2024,Окей
"Молоко пастеризованное Простоквашино топленое 3,2% 930мл БЗМЖ",moloko,99.99,10.11.2024,Окей
Сливки Домик в деревне пастеризованные10% 270г БЗМЖ,moloko,99.99,10.11.2024,Окей
Коктейль молочный Grand Cocktail Соленая карамель 4% 260г,moloko,99.99,10.11.2024,Окей
"Коктейль молочный Grand Сocktail ванил пломбир 4,0%260г БЗМЖ",moloko,99.99,10.11.2024,Окей
"Молоко Из Углича пастеризованное 3,2% 1000г БЗМЖ",moloko,102.49,10.11.2024,Окей
"Коктейль Parmalat сaffe latte 2,3% 0,5л БЗМЖ",moloko,103.99,10.11.2024,Окей
"Коктейль Parmalat капучино 1,5%, 0,5л БЗМЖ",moloko,103.99,10.11.2024,Окей
"Молоко Эконива пастеризованное цельное 3,3% 1000мл БЗМЖ",moloko,104.99,10.11.2024,Окей
"Молоко Домик в деревне пастеризованное Отборное 3,5-4,5% 930мл БЗМЖ",moloko,104.99,10.11.2024,Окей
"Молоко пастер Экомилк отборное 3,4%-4,5% 900мл БЗМЖ",moloko,104.99,10.11.2024,Окей
"Молоко пастеризованное Авида 3,2% 900мл БЗМЖ",moloko,104.99,10.11.2024,Окей
"Молоко пастеризованное Лебедяньмолоко 3,2% 900г БЗМЖ",moloko,104.99,10.11.2024,Окей
"Молоко Искренне Ваш Отборное пастеризованное 3,4-6% 930г БЗМЖ",moloko,106.99,10.11.2024,Окей
Сливки Село Зеленое ультрапастеризованные 20% 200г БЗМЖ,moloko,106.99,10.11.2024,Окей
"Молоко Домик в деревне ультрапастеризованное 2,5% 950г БЗМЖ",moloko,107.99,10.11.2024,Окей
"Молоко Вкуснотеево пастеризованное цельное 3,5-6% 900г БЗМЖ",moloko,108.49,10.11.2024,Окей
"Молоко Эконива пастеризованное 2,5% 1000мл БЗМЖ",moloko,109.99,10.11.2024,Окей
Маргарин Сливочный Домашний Халяль 50% 150г,maslo,28.99,10.11.2024,Окей
Маргарин Столовый Сливочник 180г,maslo,30.99,10.11.2024,Окей
Маргарин Добавкин Воронежский 60% 180г,maslo,35.99,10.11.2024,Окей
Маргарин Чудесница 55% 180г,maslo,37.99,10.11.2024,Окей
Маргарин Хозяюшка сливочный 60% 200г,maslo,42.99,10.11.2024,Окей
Маргарин Саратовский домашний сливочный 60% 180г,maslo,47.99,10.11.2024,Окей
Маргарин Саратовский сливочный 60% 250г,maslo,50.99,10.11.2024,Окей
Спред Крестьянский растительно-жировой 60% 180г,maslo,52.99,10.11.2024,Окей
Спред растительно-жировой Буренкин Луг 72% 180г,maslo,56.99,10.11.2024,Окей
"Спред Кремлевское 72,5% 180г",maslo,58.99,10.11.2024,Окей
Маргарин Добрый пекарь для выпечки 72% 180г,maslo,59.99,10.11.2024,Окей
Маргарин Хозяюшка для выпечки 75% 200г,maslo,64.99,10.11.2024,Окей
Маргарин Пышка для выпечки 72% 200г,maslo,69.99,10.11.2024,Окей
"Маргарин Хозяюшка сливочный 60%, 400г",maslo,104.99,10.11.2024,Окей
Спред растительно-жировой Дивный Край 48% 500г,maslo,109.99,10.11.2024,Окей
"Крем на растительных маслах De Olio 4 масла 72,5% 180г",maslo,109.99,10.11.2024,Окей
"Крем на растительных маслах De olio лайм/масло авокадо 72,5% 220г",maslo,129.99,10.11.2024,Окей
"Крем на растительных маслах De olio базилик/оливковое масло 72,5% 220г",maslo,129.99,10.11.2024,Окей
Спред Кремлёвское 60% 400г,maslo,135.99,10.11.2024,Окей
"Масло сливочное Экомилк традиционное 82,5% 100г БЗМЖ",maslo,154.99,10.11.2024,Окей
"Масло сливочное Тысяча Озер соленое 80,5% 100г БЗМЖ",maslo,169.99,10.11.2024,Окей
"Масло кокосовое Delicato 99,9% 200г",maslo,174.99,10.11.2024,Окей
Масло сливочное шоколадное О`КЕЙ 62% 180г БЗМЖ,maslo,187.99,10.11.2024,Окей
"Масло сладко-сливочное Искренне Ваш 82,5% 180г БЗМЖ",maslo,189.99,10.11.2024,Окей
Масло сладко-сливочное Афанасий деревенское в рассоле 250г,maslo,199.99,10.11.2024,Окей
Масло сливочное Лебедяньмолоко Шоколадное 62% 180г БЗМЖ,maslo,199.99,10.11.2024,Окей
"Масло сладко-сливоч Александровская ферма 82,5% 150г БЗМЖ",maslo,199.99,10.11.2024,Окей
"Масло сливочное WhiteCheese from Zhukovka 82,5% 180г БЗМЖ",maslo,204.0,10.11.2024,Окей
"Масло сливочное Лебедяньмолоко Крестьянское 72,5% 180г БЗМЖ",maslo,209.0,10.11.2024,Окей
Масло кокосовое Solio 250г,maslo,219.0,10.11.2024,Окей
"Масло кислосливочное Брест-Литовск Финское 72,5% 160г БЗМЖ",maslo,219.0,10.11.2024,Окей
"Масло сливочное Молочные Горки 72,5% 180г БЗМЖ",maslo,219.99,10.11.2024,Окей
Масло сливочное Из Вологды Шоколадное 62% 180г БЗМЖ,maslo,229.0,10.11.2024,Окей
"Масло сливочное Домик в деревне Крестьянское 72,5% 180г БЗМЖ",maslo,229.99,10.11.2024,Окей
"Масло сладкосливочное Брест-Литовск 82,5% 180г БЗМЖ",maslo,244.0,10.11.2024,Окей
"Масло сливочное Экомилк Крестьянское 72,5% 180г БЗМЖ",maslo,244.0,10.11.2024,Окей
"Масло сладко-сливочное Брест-Литовск 72,5% 180г БЗМЖ",maslo,244.0,10.11.2024,Окей
"Масло сливочное Балтком 82,5% 180г фольга БЗМЖ",maslo,249.0,10.11.2024,Окей
"Масло сливочное Тысяча озер 82,5% 180г БЗМЖ",maslo,249.99,10.11.2024,Окей
"Масло сливочное Экомилк Традиционное 82,5% 180г БЗМЖ",maslo,254.0,10.11.2024,Окей
"Масло сливочное Экомилк несоленое 82,5% 180г БЗМЖ",maslo,259.0,10.11.2024,Окей
"Масло сливочное Из Вологды Крестьянское 72,5% 180г БЗМЖ",maslo,264.0,10.11.2024,Окей
Масло сливочное Экомилк шоколадное 62% 180г БЗМЖ,maslo,264.0,10.11.2024,Окей
"Масло сливочное Минская марка 82,5% 180г БЗМЖ",maslo,264.0,10.11.2024,Окей
"Масло сливочное Коровка из Кореновки Крестьянское 72,5% 170г БЗМЖ",maslo,269.0,10.11.2024,Окей
"Масло сливочное Эконива 82,5% 180г БЗМЖ",maslo,279.0,10.11.2024,Окей
"Масло сливочное Вкуснотеево Крестьянское 72,5% 180г БЗМЖ",maslo,279.0,10.11.2024,Окей
"Масло сливочное Parmalat 82,5% 180г БЗМЖ",maslo,279.0,10.11.2024,Окей
"Масло сливочное WhiteCheese from Zhukovka С трюфелем 82,5% 180г БЗМЖ",maslo,289.0,10.11.2024,Окей
"Масло сливочное Молочные Горки 82,5% 180г БЗМЖ",maslo,289.0,10.11.2024,Окей
"Масло сливочное Домик в деревне 82,5% 180г БЗМЖ",maslo,289.99,10.11.2024,Окей
"Масло кислосливочное President 82,5% 180г БЗМЖ",maslo,294.0,10.11.2024,Окей
"Масло сливочное Из Вологды 82,5% 180г БЗМЖ",maslo,294.0,10.11.2024,Окей
"Масло сливочное Из Вологды Традиционное 82,5% 180г БЗМЖ",maslo,294.0,10.11.2024,Окей
Масло сливочное ИзВологды Любительск соленое 80% 180г БЗМЖ,maslo,294.0,10.11.2024,Окей
"Масло сливочное У Палыча традиционное 82,5% 180г БЗМЖ",maslo,294.0,10.11.2024,Окей
Масло сливочное Natura 82% 180г БЗМЖ,maslo,294.0,10.11.2024,Окей
"Масло сладко-сливочное Коровка из Кореновки 82,5% 170г БЗМЖ",maslo,299.0,10.11.2024,Окей
"Масло сладко-сливочное Viola Laplandia 82,5% 180г БЗМЖ",maslo,299.0,10.11.2024,Окей
"БЗМЖ Масло сладкосливочное Братья Чебурашкины 82,5% 200г",maslo,299.0,10.11.2024,Окей
"Масло кокосовое Delicato 99,9% 400г",maslo,309.0,10.11.2024,Окей
"Масло сливочное Вкуснотеево Традиционное 200г 82,5% БЗМЖ",maslo,314.0,10.11.2024,Окей
Масло сливочное Viola 82% 180г БЗМЖ,maslo,324.0,10.11.2024,Окей
"Масло сливочное Вкуснотеево солёное 82,5% 180г БЗМЖ",maslo,324.0,10.11.2024,Окей
"Смесь топленая Хозяюшка растительно-жировая 99,7% 800г",maslo,334.0,10.11.2024,Окей
Масло сливочное Киприно Алтайское 82% 180г БЗМЖ,maslo,339.0,10.11.2024,Окей
"Масло сливочное Тысяча озер безлактозное 82,5% 150г БЗМЖ",maslo,359.0,10.11.2024,Окей
Масло топленое President 99% 200г БЗМЖ,maslo,369.0,10.11.2024,Окей
Масло топленое Заботливая хозяйка 99% 270г,maslo,379.0,10.11.2024,Окей
"Масло сливочное Углече поле традиционное 82,5% 200г БЗМЖ",maslo,399.0,10.11.2024,Окей
"Масло сливочное Вкуснотеево традиционное 82,5% 340г БЗМЖ",maslo,429.0,10.11.2024,Окей
"Масло сладко-сливоч Александровская ферма 82,5% 380г БЗМЖ",maslo,484.99,10.11.2024,Окей
Крупа перловая О`КЕЙ Daily 800г,krupa,24.99,10.11.2024,Окей
Крупа пшеничная Карачиха 600г,krupa,24.99,10.11.2024,Окей
Крупа ячневая Карачиха 650г,krupa,29.99,10.11.2024,Окей
Крупа пшено О`КЕЙ Daily шлифованное 800г,krupa,34.99,10.11.2024,Окей
Крупа манная О`КЕЙ 800г,krupa,39.99,10.11.2024,Окей
Горох О`КЕЙ Daily шлифованный 800г,krupa,39.99,10.11.2024,Окей
Крупа кукурузная О`КЕЙ Daily 800г,krupa,39.99,10.11.2024,Окей
Крупа кукурузная полента О`КЕЙ 450г,krupa,44.99,10.11.2024,Окей
Крупа перловая Карачиха 900г,krupa,45.99,10.11.2024,Окей
Крупа манная Карачиха 800г,krupa,49.99,10.11.2024,Окей
Пшено Агрохолдинг Степь 900г,krupa,49.99,10.11.2024,Окей
Полента Националь 450г,krupa,49.99,10.11.2024,Окей
"Крупа Макфа Перловая в варочных пакетах 6шт*66,7г",krupa,52.49,10.11.2024,Окей
Крупа манная Алтайская сказка 700г,krupa,53.99,10.11.2024,Окей
Крупа пшено Карачиха высший сорт 900г,krupa,58.49,10.11.2024,Окей
Крупа перловая Агро-Альянс Экстра Голландка 500г,krupa,59.99,10.11.2024,Окей
Крупа пшено О`КЕЙ в варочных пакетах 5х80г,krupa,59.99,10.11.2024,Окей
Крупа Пшено Мистраль Золотое 5x80г,krupa,59.99,10.11.2024,Окей
Крупа пшеничная пропаренная полба О`КЕЙ 500г,krupa,59.99,10.11.2024,Окей
Крупа перловая N2 Яровое Поле 900г,krupa,59.99,10.11.2024,Окей
Крупа пшеничная О`КЕЙ в варочных пакетах 5х80г,krupa,59.99,10.11.2024,Окей
Крупа О'КЕЙ Daily Гречневая ядрица 1кг (ТЧН!),krupa,59.99,10.11.2024,Окей
Крупа манная Агрохолдинг Степь 700г,krupa,59.99,10.11.2024,Окей
Крупа гречневая Мистраль ядрица 5х80г,krupa,64.99,10.11.2024,Окей
"Крупа пшеничная Карачиха в варочных пакетах 8шт*62,5г",krupa,64.99,10.11.2024,Окей
Горох Агрохолдинг Степь колотый 700г,krupa,64.99,10.11.2024,Окей
Горох колотый Карачиха 900г,krupa,65.99,10.11.2024,Окей
Крупа Prosto перловая 500г,krupa,68.99,10.11.2024,Окей
Крупа ячневая Увелка 5х80г,krupa,69.99,10.11.2024,Окей
Горох колотый О`КЕЙ 450г,krupa,69.99,10.11.2024,Окей
Крупа Яровое Поле манная 800г,krupa,71.99,10.11.2024,Окей
Горох Яровое Поле колотый шлифованный 900г,krupa,71.99,10.11.2024,Окей
Крупа гречневая Агрохолдинг Степь 900г,krupa,72.99,10.11.2024,Окей
Полента Агро-Альянс Экстра 450г,krupa,74.99,10.11.2024,Окей
Пшено Яровое Поле шлифованное 900г,krupa,74.99,10.11.2024,Окей
Крупа кукурузная Агрохолдинг Степь 900г,krupa,74.99,10.11.2024,Окей
Крупа перловая Увелка 5х80г,krupa,76.99,10.11.2024,Окей
Крупа манная Шебекинские 500г,krupa,76.99,10.11.2024,Окей
Горох Алтайская сказка колотый 800г,krupa,77.99,10.11.2024,Окей
Чечевица Националь красная 450г,krupa,79.99,10.11.2024,Окей
Крупа Увелка кукурузная 80г,krupa,79.99,10.11.2024,Окей
Горох Агро-Альянс Gold колотый 450г,krupa,79.99,10.11.2024,Окей
Крупа гречневая О`КЕЙ в варочных пакетах 5x80г,krupa,79.99,10.11.2024,Окей
Рис круглозерный О`КЕЙ в варочных пакетах 5x80г,krupa,79.99,10.11.2024,Окей
"Греча ядрица Теплые Традиции пропаренная 0,9кг",krupa,79.99,10.11.2024,Окей
Крупа гречневая Карачиха в варочных пакетах 5шт*100г,krupa,79.99,10.11.2024,Окей
Крупа Гудвилл гречневая Экстра вар. пак. 400г,krupa,79.99,10.11.2024,Окей
Рис Увелка круглозерный 5х80г,krupa,82.99,10.11.2024,Окей
Крупа пшеничная Мистраль 5x80г,krupa,82.99,10.11.2024,Окей
"Крупа пшеничная PROSTO 8х62,5г",krupa,84.49,10.11.2024,Окей
Крупа гречневая Гудвилл Экстра 800г,krupa,84.99,10.11.2024,Окей
"Крупа гречневая Макфа ядрица экстра 6*66,7г",krupa,84.99,10.11.2024,Окей
Крупа Рис круглозерный 800г,krupa,85.99,10.11.2024,Окей
Крупа рис О`КЕЙ Daily 1-й сорт длиннозерный 800г,krupa,86.99,10.11.2024,Окей
Пшено Агро-Альянс Экстра 900г,krupa,86.99,10.11.2024,Окей
Нут Националь 450г,krupa,86.99,10.11.2024,Окей
Нут продовольственный О`КЕЙ 500г,krupa,87.99,10.11.2024,Окей
"Пшено PROSTO 8х62,5г",krupa,89.99,10.11.2024,Окей
Пшено Националь шлифованное 900г,krupa,89.99,10.11.2024,Окей
Рис Мистраль Кубань 5х80г,krupa,89.99,10.11.2024,Окей
"Крупа Рис Макфа круглозерный 6*66,7г",krupa,89.99,10.11.2024,Окей
Рис Карачиха круглый в варочных пакетах 5шт*100г,krupa,89.99,10.11.2024,Окей
Крупа Националь полтавская 700г,krupa,89.99,10.11.2024,Окей
Крупа Гречневая ядрица Яровое Поле 900г,krupa,91.99,10.11.2024,Окей
Крупа манная элитная Агро-Альянс Экстра 500г,krupa,92.99,10.11.2024,Окей
"Крупа гречневая PROSTO 8х62,5г",krupa,94.99,10.11.2024,Окей
Горох Националь экспортный 900г,krupa,94.99,10.11.2024,Окей
Рис Агро-Альянс Экстра Суши для японской кухни 500г,krupa,94.99,10.11.2024,Окей
Крупа пшеничная Увелка 5х80г,krupa,94.99,10.11.2024,Окей
"Рис PROSTO 8х62,5г",krupa,94.99,10.11.2024,Окей
Крупа гречневая О'КЕЙ ядрица 1000г,krupa,94.99,10.11.2024,Окей
Макаронные изделия О`КЕЙ Daily Рожки 450г,makarony,22.99,10.11.2024,Окей
Макаронные изделия О`КЕЙ Daily Вермишель 450г,makarony,22.99,10.11.2024,Окей
Макаронные изделия О`КЕЙ Daily Спираль 450г,makarony,22.99,10.11.2024,Окей
Макаронные изделия О`КЕЙ Daily Спагетти 450г,makarony,22.99,10.11.2024,Окей
Макароны Экстра М Спагетти №4 400г,makarony,39.49,10.11.2024,Окей
Изделия макаронные О`КЕЙ Перья 450г,makarony,39.99,10.11.2024,Окей
Изделия макаронные О`КЕЙ Вермишель 450г,makarony,39.99,10.11.2024,Окей
Изделия макаронные О`КЕЙ Спагетти 450г,makarony,39.99,10.11.2024,Окей
Изделия макаронные О`КЕЙ Спираль 450г,makarony,39.99,10.11.2024,Окей
Изделия макаронные О`КЕЙ Рожки 450г,makarony,39.99,10.11.2024,Окей
Изделия макаронные О`КЕЙ Пружинка 450г,makarony,39.99,10.11.2024,Окей
Макароны Ameria Бешбармак 400г,makarony,42.49,10.11.2024,Окей
Макароны Экстра М Вермишель №36 400г,makarony,42.99,10.11.2024,Окей
Макароны Экстра М перья N77 400г,makarony,42.99,10.11.2024,Окей
Макароны Экстра М Рожки классические рифленые №88 400г,makarony,46.99,10.11.2024,Окей
Макароны Экстра М Спиральки №73 400г,makarony,46.99,10.11.2024,Окей
Лапша яичная Лагманная О`КЕЙ Daily 250 г,makarony,49.99,10.11.2024,Окей
Лапша яичная Овощная О`КЕЙ Daily 250 г,makarony,49.99,10.11.2024,Окей
Лапша яичная для супа и гарнира О`КЕЙ Daily 250 г,makarony,49.99,10.11.2024,Окей
Макароны Шебекинские спагетти тонкие 450г,makarony,52.99,10.11.2024,Окей
Макароны Шебекинские №202 рожок полубублик 450г,makarony,52.99,10.11.2024,Окей
Cпагеттини Шебекинские Высший сорт 450г,makarony,52.99,10.11.2024,Окей
Макароны Шебекинские №111 вермишелька легкая 450г,makarony,52.99,10.11.2024,Окей
Макароны Шебекинские №395 улитки 450г,makarony,52.99,10.11.2024,Окей
Макароны Шебекинские Перышки 450г,makarony,52.99,10.11.2024,Окей
Макароны Шебекинские Лапша лингвини 450г,makarony,52.99,10.11.2024,Окей
Лапша МакСтори бесбармачная 250г,makarony,59.99,10.11.2024,Окей
Лапша МакСтори лагманная 250г,makarony,59.99,10.11.2024,Окей
Лапша МакСтори для супа и гарнира 250г,makarony,59.99,10.11.2024,Окей
Макароны Байсад паутинка 450г,makarony,61.99,10.11.2024,Окей
Макароны Baisad перья ребристые 450г,makarony,61.99,10.11.2024,Окей
Макароны Baisad колечко 450г,makarony,61.99,10.11.2024,Окей
Макаронные Baisad гребешки 450г,makarony,61.99,10.11.2024,Окей
Макароны Байсад спагетти 450г,makarony,61.99,10.11.2024,Окей
Макароны Ameria лапша яичная длинная 400г,makarony,61.99,10.11.2024,Окей
Макаронные изделия Макфа Соломка 400г,makarony,69.99,10.11.2024,Окей
Макароны Макфа Ракушки 450г,makarony,70.49,10.11.2024,Окей
Макаронные изделия Макфа вермишель тонкая 450г,makarony,70.49,10.11.2024,Окей
Макароны Макфа Любительские перья 450г,makarony,70.49,10.11.2024,Окей
Макароны Макфа витки 450г,makarony,70.49,10.11.2024,Окей
Макароны Макфа рожки 450г,makarony,70.49,10.11.2024,Окей
Макаронные изделия Макфа Петушиные гребешки 450г,makarony,70.49,10.11.2024,Окей
Макароны Макфа Бантики 400г,makarony,70.49,10.11.2024,Окей
Макароны Макфа Спирали 450г,makarony,70.49,10.11.2024,Окей
Макаронные изделия Aida Tagliatelle гнезда 250г,makarony,72.99,10.11.2024,Окей
Макаронные изделия Aida Capellini гнезда 250г,makarony,72.99,10.11.2024,Окей
Макароны Макфа вермишель длинная Капеллини 450г,makarony,74.49,10.11.2024,Окей
Макароны Макфа Спагетти 450г,makarony,74.49,10.11.2024,Окей
Макароны Макфа Лапша длинная 450г,makarony,74.49,10.11.2024,Окей
Макароны Макфа Экспресс спиральки 400г,makarony,74.99,10.11.2024,Окей
Макаронные изделия Pasteroni Казаречче N123 400г,makarony,74.99,10.11.2024,Окей
Макароны Шебекинские ракушки крупные 450г,makarony,75.99,10.11.2024,Окей
Макароны Шебекинские перья рифленые 450г,makarony,75.99,10.11.2024,Окей
Макароны Шебекинские спираль Высший сорт 450г,makarony,75.99,10.11.2024,Окей
Макаронные изделия Шебекинские витой рожок 450г,makarony,75.99,10.11.2024,Окей
Макаронные изделия Шебекинские букатини 350г,makarony,75.99,10.11.2024,Окей
Макароны Шебекинские Улитки 450г,makarony,75.99,10.11.2024,Окей
Макаронные изделия Макфа Полубублики 450г,makarony,78.99,10.11.2024,Окей
Макароны Роллтон лапша яичная 400г,makarony,79.99,10.11.2024,Окей
"Макаронные изделия О`КЕЙ Daily Спираль 1,5кг",makarony,79.99,10.11.2024,Окей
"Макаронные изделия О`КЕЙ Daily Рожки 1,5кг",makarony,79.99,10.11.2024,Окей
"Макаронные изделия О`КЕЙ Daily Перья 1,5кг",makarony,79.99,10.11.2024,Окей
Макароны Grand di Pasta Bucatti 350г,makarony,79.99,10.11.2024,Окей
Макароны Гнезда  О`КЕЙ Selection 250 г,makarony,79.99,10.11.2024,Окей
Макароны Увелка Спирали 4х80г,makarony,79.99,10.11.2024,Окей
Макароны Увелка Перья 4х80г,makarony,79.99,10.11.2024,Окей
Макаронные изделия Макфа Рожки 450г,makarony,79.99,10.11.2024,Окей
Макароны Federici N66 Бантики 400г,makarony,80.99,10.11.2024,Окей
Макароны Barilla Capellini 01 450г,makarony,82.99,10.11.2024,Окей
Макароны Barilla Spaghetti 05 450г,makarony,82.99,10.11.2024,Окей
Яйцо куриное С2 О`КЕЙ Daily 10шт,aitsa,80.49,10.11.2024,Окей
Яйцо куриное СО с микроэлементами О`КЕЙ 6шт,aitsa,82.99,10.11.2024,Окей
Яйцо куриное С1 Синявинское Деревенское 10шт,aitsa,99.99,10.11.2024,Окей
Яйцо куриное С1 О`КЕЙ Daily 10шт,aitsa,104.99,10.11.2024,Окей
Яйца перепелиные О`КЕЙ 20шт,aitsa,124.99,10.11.2024,Окей
Яйцо куриное С1 Роскар Деревенское 10шт,aitsa,126.99,10.11.2024,Окей
Яйцо куриное С1 Синявинскоестоловое к завтраку 10шт,aitsa,127.99,10.11.2024,Окей
Яйцо куриное СО О`КЕЙ Daily 10шт,aitsa,129.99,10.11.2024,Окей
Яйцо куриное С1 Волжанин 10шт,aitsa,129.99,10.11.2024,Окей
